,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1029,40,No,Non-Travel,663,Research & Development,9,Master,Other,1,1449,High,Male,81,High,2,Laboratory Technician,High,Divorced,3975,23099,3,Y,No,11,Excellent,High,80,2,11,2,Best,8,7,0,7
1032,39,Yes,Non-Travel,592,Research & Development,2,Bachelor,Life Sciences,1,1458,Low,Female,54,Medium,1,Laboratory Technician,Low,Single,3646,17181,2,Y,Yes,23,Outstanding,Medium,80,0,11,2,Best,1,0,0,0
1033,31,Yes,Travel_Frequently,1445,Research & Development,1,Doctor,Life Sciences,1,1459,High,Female,100,Very High,3,Manufacturing Director,Medium,Single,7446,8931,1,Y,No,11,Excellent,Low,80,0,10,2,Better,10,8,4,7
1036,31,Yes,Travel_Frequently,523,Research & Development,2,Bachelor,Life Sciences,1,1464,Medium,Male,94,High,1,Laboratory Technician,Very High,Married,3722,21081,6,Y,Yes,13,Excellent,High,80,1,7,2,Bad,2,2,2,2
1037,45,No,Travel_Rarely,1448,Research & Development,29,Bachelor,Technical Degree,1,1465,Medium,Male,55,High,3,Manufacturing Director,Very High,Married,9380,14720,4,Y,Yes,18,Excellent,Very High,80,2,10,4,Best,3,1,1,2
1041,28,No,Travel_Rarely,866,Sales,5,Bachelor,Medical,1,1469,Very High,Male,84,High,2,Sales Executive,Low,Single,8463,23490,0,Y,No,18,Excellent,Very High,80,0,6,4,Better,5,4,1,3
1045,40,No,Travel_Rarely,896,Research & Development,2,Bachelor,Medical,1,1474,High,Male,68,High,1,Research Scientist,High,Divorced,2345,8045,2,Y,No,14,Excellent,High,80,1,8,3,Best,3,1,1,2
1046,44,No,Travel_Rarely,1467,Research & Development,20,Bachelor,Life Sciences,1,1475,Very High,Male,49,High,1,Research Scientist,Medium,Single,3420,21158,1,Y,No,13,Excellent,High,80,0,6,3,Good,5,2,1,3
1047,33,No,Travel_Frequently,430,Sales,7,Bachelor,Medical,1,1477,Very High,Male,54,High,2,Sales Executive,Low,Married,4373,17456,0,Y,No,14,Excellent,Low,80,2,5,2,Better,4,3,0,3
1048,34,No,Travel_Rarely,1326,Sales,3,Bachelor,Other,1,1478,Very High,Male,81,Low,2,Sales Executive,Low,Single,4759,15891,3,Y,No,18,Excellent,Very High,80,0,15,2,Better,13,9,3,12
1049,30,No,Travel_Rarely,1358,Sales,16,Below College,Life Sciences,1,1479,Very High,Male,96,High,2,Sales Executive,High,Married,5301,2939,8,Y,No,15,Excellent,High,80,2,4,2,Good,2,1,2,2
1050,42,No,Travel_Frequently,748,Research & Development,9,College,Medical,1,1480,Low,Female,74,High,1,Laboratory Technician,Very High,Single,3673,16458,1,Y,No,13,Excellent,High,80,0,12,3,Better,12,9,5,8
1051,44,No,Travel_Frequently,383,Sales,1,Doctor,Marketing,1,1481,Low,Female,79,High,2,Sales Executive,High,Married,4768,9282,7,Y,No,12,Excellent,High,80,1,11,4,Good,1,0,0,0
1052,30,No,Non-Travel,990,Research & Development,7,Bachelor,Technical Degree,1,1482,High,Male,64,High,1,Research Scientist,High,Divorced,1274,7152,1,Y,No,13,Excellent,Medium,80,2,1,2,Good,1,0,0,0
1053,57,No,Travel_Rarely,405,Research & Development,1,College,Life Sciences,1,1483,Medium,Male,93,Very High,2,Research Scientist,High,Married,4900,2721,0,Y,No,24,Outstanding,Low,80,1,13,2,Good,12,9,2,8
1056,28,Yes,Travel_Frequently,1496,Sales,1,Bachelor,Technical Degree,1,1486,Low,Male,92,High,1,Sales Representative,High,Married,2909,15747,3,Y,No,15,Excellent,Very High,80,1,5,3,Best,3,2,1,2
1057,29,Yes,Travel_Frequently,115,Sales,13,Bachelor,Technical Degree,1,1487,Low,Female,51,High,2,Sales Executive,Medium,Single,5765,17485,5,Y,No,11,Excellent,Low,80,0,7,4,Bad,5,3,0,0
1058,34,Yes,Travel_Rarely,790,Sales,24,Master,Medical,1,1489,Low,Female,40,Medium,2,Sales Executive,Medium,Single,4599,7815,0,Y,Yes,23,Outstanding,High,80,0,16,2,Best,15,9,10,10
1059,35,No,Travel_Rarely,660,Sales,7,Below College,Life Sciences,1,1492,Very High,Male,76,High,1,Sales Representative,High,Married,2404,16192,1,Y,No,13,Excellent,Low,80,1,1,3,Better,1,0,0,0
1060,24,Yes,Travel_Frequently,381,Research & Development,9,Bachelor,Medical,1,1494,Medium,Male,89,High,1,Laboratory Technician,Low,Single,3172,16998,2,Y,Yes,11,Excellent,High,80,0,4,2,Good,0,0,0,0
1061,24,No,Non-Travel,830,Sales,13,College,Life Sciences,1,1495,Very High,Female,78,High,1,Sales Representative,Medium,Married,2033,7103,1,Y,No,13,Excellent,High,80,1,1,2,Better,1,0,0,0
1062,44,No,Travel_Frequently,1193,Research & Development,2,Below College,Medical,1,1496,Medium,Male,86,High,3,Manufacturing Director,High,Single,10209,19719,5,Y,Yes,18,Excellent,Medium,80,0,16,2,Good,2,2,2,2
1063,29,No,Travel_Rarely,1246,Sales,19,Bachelor,Life Sciences,1,1497,High,Male,77,Medium,2,Sales Executive,High,Divorced,8620,23757,1,Y,No,14,Excellent,High,80,2,10,3,Better,10,7,0,4
1064,30,No,Travel_Rarely,330,Human Resources,1,Bachelor,Life Sciences,1,1499,High,Male,46,High,1,Human Resources,High,Divorced,2064,15428,0,Y,No,21,Outstanding,Low,80,1,6,3,Best,5,3,1,3
1065,55,No,Travel_Rarely,1229,Research & Development,4,Master,Life Sciences,1,1501,Very High,Male,30,High,2,Healthcare Representative,High,Married,4035,16143,0,Y,Yes,16,Excellent,Medium,80,0,4,2,Better,3,2,1,2
1067,47,No,Travel_Rarely,571,Sales,14,Bachelor,Medical,1,1503,High,Female,78,High,2,Sales Executive,High,Married,4591,24200,3,Y,Yes,17,Excellent,High,80,1,11,4,Good,5,4,1,2
1068,28,Yes,Travel_Frequently,289,Research & Development,2,College,Medical,1,1504,High,Male,38,Medium,1,Laboratory Technician,Low,Single,2561,5355,7,Y,No,11,Excellent,High,80,0,8,2,Good,0,0,0,0
1069,28,No,Travel_Rarely,1423,Research & Development,1,Bachelor,Life Sciences,1,1506,Low,Male,72,Medium,1,Research Scientist,High,Divorced,1563,12530,1,Y,No,14,Excellent,Very High,80,1,1,2,Bad,1,0,0,0
1071,49,No,Travel_Rarely,271,Research & Development,3,College,Medical,1,1509,High,Female,43,Medium,2,Laboratory Technician,Low,Married,4789,23070,4,Y,No,25,Outstanding,Low,80,1,10,3,Better,3,2,1,2
1073,28,No,Travel_Rarely,1083,Research & Development,29,Below College,Life Sciences,1,1514,High,Male,96,Low,2,Manufacturing Director,Medium,Married,6549,3173,1,Y,No,14,Excellent,Medium,80,2,8,2,Good,8,6,1,7
1077,29,Yes,Travel_Rarely,224,Research & Development,1,Master,Technical Degree,1,1522,Low,Male,100,Medium,1,Research Scientist,Low,Single,2362,7568,6,Y,No,13,Excellent,High,80,0,11,2,Bad,9,7,0,7
1079,39,No,Travel_Rarely,1089,Research & Development,6,Bachelor,Life Sciences,1,1525,Medium,Female,32,High,3,Manufacturing Director,Medium,Single,8376,9150,4,Y,No,18,Excellent,Very High,80,0,9,3,Better,2,0,2,2
1081,35,No,Travel_Rarely,1029,Research & Development,16,Bachelor,Life Sciences,1,1529,Very High,Female,91,Medium,3,Healthcare Representative,Medium,Single,8606,21195,1,Y,No,19,Excellent,Very High,80,0,11,3,Bad,11,8,3,3
1082,23,No,Travel_Rarely,507,Research & Development,20,Below College,Life Sciences,1,1533,Low,Male,97,High,2,Laboratory Technician,High,Single,2272,24812,0,Y,No,14,Excellent,Medium,80,0,5,2,Better,4,3,1,2
1083,40,Yes,Travel_Rarely,676,Research & Development,9,Master,Life Sciences,1,1534,Very High,Male,86,High,1,Laboratory Technician,Low,Single,2018,21831,3,Y,No,14,Excellent,Medium,80,0,15,3,Bad,5,4,1,0
1084,34,No,Travel_Rarely,971,Sales,1,Bachelor,Technical Degree,1,1535,Very High,Male,64,Medium,3,Sales Executive,High,Married,7083,12288,1,Y,Yes,14,Excellent,Very High,80,0,10,3,Better,10,9,8,6
1085,31,Yes,Travel_Frequently,561,Research & Development,3,Bachelor,Life Sciences,1,1537,Very High,Female,33,High,1,Research Scientist,High,Single,4084,4156,1,Y,No,12,Excellent,Low,80,0,7,2,Bad,7,2,7,7
1087,34,No,Travel_Rarely,1440,Sales,7,College,Technical Degree,1,1541,Medium,Male,55,High,1,Sales Representative,High,Married,2308,4944,0,Y,Yes,25,Outstanding,Medium,80,1,12,4,Better,11,10,5,7
1088,42,No,Travel_Rarely,1210,Research & Development,2,Bachelor,Medical,1,1542,High,Male,68,Medium,1,Laboratory Technician,Medium,Married,4841,24052,4,Y,No,14,Excellent,Medium,80,1,4,3,Better,1,0,0,0
1089,37,No,Travel_Rarely,674,Research & Development,13,Bachelor,Medical,1,1543,Low,Male,47,High,2,Research Scientist,Very High,Married,4285,3031,1,Y,No,17,Excellent,Low,80,0,10,2,Better,10,8,3,7
1090,29,No,Travel_Rarely,441,Research & Development,8,Below College,Other,1,1544,High,Female,39,Low,2,Healthcare Representative,Low,Married,9715,7288,3,Y,No,13,Excellent,High,80,1,9,3,Better,7,7,0,7
1091,33,No,Travel_Rarely,575,Research & Development,25,Bachelor,Life Sciences,1,1545,Very High,Male,44,Medium,2,Manufacturing Director,Medium,Single,4320,24152,1,Y,No,13,Excellent,Very High,80,0,5,2,Better,5,3,0,2
1092,45,No,Travel_Rarely,950,Research & Development,28,Bachelor,Technical Degree,1,1546,Very High,Male,97,High,1,Research Scientist,Very High,Married,2132,4585,4,Y,No,20,Outstanding,Very High,80,1,8,3,Better,5,4,0,3
1095,33,No,Travel_Rarely,589,Research & Development,28,Master,Life Sciences,1,1549,Medium,Male,79,High,2,Laboratory Technician,High,Married,5207,22949,1,Y,Yes,12,Excellent,Medium,80,1,15,3,Better,15,14,5,7
1098,40,No,Non-Travel,1142,Research & Development,8,College,Life Sciences,1,1552,Very High,Male,72,High,2,Healthcare Representative,Very High,Divorced,4069,8841,3,Y,Yes,18,Excellent,High,80,0,8,2,Better,2,2,2,2
1101,32,No,Travel_Rarely,824,Research & Development,5,College,Life Sciences,1,1555,Very High,Female,67,Medium,2,Research Scientist,Medium,Married,5878,15624,3,Y,No,12,Excellent,Low,80,1,12,2,Better,7,1,2,5
1102,36,No,Travel_Rarely,1157,Sales,2,Master,Life Sciences,1,1556,High,Male,70,High,1,Sales Representative,Very High,Single,2644,17001,3,Y,Yes,21,Outstanding,Very High,80,0,7,3,Good,3,2,1,2
1103,48,No,Travel_Rarely,492,Sales,16,Master,Life Sciences,1,1557,High,Female,96,High,2,Sales Executive,High,Divorced,6439,13693,8,Y,No,14,Excellent,High,80,1,18,2,Better,8,7,7,7
1104,29,No,Travel_Rarely,598,Research & Development,9,Bachelor,Life Sciences,1,1558,High,Male,91,Very High,1,Research Scientist,High,Married,2451,22376,6,Y,No,18,Excellent,Low,80,2,5,2,Good,1,0,0,0
1106,30,Yes,Travel_Rarely,740,Sales,1,Bachelor,Life Sciences,1,1562,Medium,Male,64,Medium,2,Sales Executive,Low,Married,9714,5323,1,Y,No,11,Excellent,Very High,80,1,10,4,Better,10,8,6,7
1107,38,No,Travel_Frequently,888,Human Resources,10,Master,Human Resources,1,1563,High,Male,71,High,2,Human Resources,High,Married,6077,14814,3,Y,No,11,Excellent,High,80,0,10,2,Better,6,3,1,2
1108,35,No,Travel_Rarely,992,Research & Development,1,Bachelor,Medical,1,1564,Very High,Male,68,Medium,1,Laboratory Technician,Low,Single,2450,21731,1,Y,No,19,Excellent,Medium,80,0,3,3,Better,3,0,1,2
1109,30,No,Travel_Rarely,1288,Sales,29,Master,Technical Degree,1,1568,High,Male,33,High,3,Sales Executive,Medium,Married,9250,17799,3,Y,No,12,Excellent,Medium,80,1,9,3,Better,4,2,1,3
1110,35,Yes,Travel_Rarely,104,Research & Development,2,Bachelor,Life Sciences,1,1569,Low,Female,69,High,1,Laboratory Technician,Low,Divorced,2074,26619,1,Y,Yes,12,Excellent,Very High,80,1,1,2,Better,1,0,0,0
1112,38,Yes,Travel_Rarely,903,Research & Development,2,Bachelor,Medical,1,1573,High,Male,81,High,2,Manufacturing Director,Medium,Married,4855,7653,4,Y,No,11,Excellent,Low,80,2,7,2,Better,5,2,1,4
1113,32,No,Non-Travel,1200,Research & Development,1,Master,Technical Degree,1,1574,Very High,Male,62,High,2,Research Scientist,Low,Married,4087,25174,4,Y,No,14,Excellent,Medium,80,1,9,3,Good,6,5,1,2
1114,48,No,Travel_Rarely,1108,Research & Development,15,Master,Other,1,1576,High,Female,65,High,1,Research Scientist,Low,Married,2367,16530,8,Y,No,12,Excellent,Very High,80,1,10,3,Good,8,2,7,6
1115,34,No,Travel_Rarely,479,Research & Development,7,Master,Medical,1,1577,Low,Male,35,High,1,Research Scientist,Very High,Single,2972,22061,1,Y,No,13,Excellent,High,80,0,1,4,Bad,1,0,0,0
1119,38,No,Travel_Rarely,1245,Sales,14,Bachelor,Life Sciences,1,1582,High,Male,80,High,2,Sales Executive,Medium,Married,9924,12355,0,Y,No,11,Excellent,Very High,80,1,10,3,Better,9,8,7,7
1122,29,No,Travel_Rarely,1370,Research & Development,3,Below College,Medical,1,1586,Medium,Male,87,High,1,Laboratory Technician,Low,Single,4723,16213,1,Y,Yes,18,Excellent,Very High,80,0,10,3,Better,10,9,1,5
1123,35,No,Travel_Rarely,670,Research & Development,10,Master,Medical,1,1587,Low,Female,51,High,2,Healthcare Representative,High,Single,6142,4223,3,Y,Yes,16,Excellent,High,80,0,10,4,Better,5,2,0,4
1124,39,No,Travel_Rarely,1462,Sales,6,Bachelor,Medical,1,1588,Very High,Male,38,Very High,3,Sales Executive,High,Married,8237,4658,2,Y,No,11,Excellent,Low,80,1,11,3,Better,7,6,7,6
1127,23,No,Travel_Rarely,977,Research & Development,10,Bachelor,Technical Degree,1,1592,Very High,Male,45,Very High,1,Research Scientist,High,Married,2073,12826,2,Y,No,16,Excellent,Very High,80,1,4,2,Better,2,2,2,2
1128,36,No,Travel_Frequently,1302,Research & Development,6,Master,Life Sciences,1,1594,Low,Male,80,Very High,2,Laboratory Technician,Low,Married,5562,19711,3,Y,Yes,13,Excellent,Very High,80,1,9,3,Better,3,2,0,2
1130,35,No,Travel_Rarely,750,Research & Development,28,Bachelor,Life Sciences,1,1596,Medium,Male,46,Very High,2,Laboratory Technician,High,Married,3407,25348,1,Y,No,17,Excellent,Very High,80,2,10,3,Good,10,9,6,8
1131,34,No,Travel_Frequently,653,Research & Development,10,Master,Technical Degree,1,1597,Very High,Male,92,Medium,2,Healthcare Representative,High,Married,5063,15332,1,Y,No,14,Excellent,Medium,80,1,8,3,Good,8,2,7,7
1132,40,No,Travel_Rarely,118,Sales,14,College,Life Sciences,1,1598,Very High,Female,84,High,2,Sales Executive,Low,Married,4639,11262,1,Y,No,15,Excellent,High,80,1,5,2,Better,5,4,1,2
1137,22,No,Non-Travel,457,Research & Development,26,College,Other,1,1605,Medium,Female,85,Medium,1,Research Scientist,High,Married,2814,10293,1,Y,Yes,14,Excellent,Medium,80,0,4,2,Good,4,2,1,3
1139,32,No,Travel_Rarely,634,Research & Development,5,Master,Other,1,1607,Medium,Female,35,Very High,1,Research Scientist,Very High,Married,3312,18783,3,Y,No,17,Excellent,Very High,80,2,6,3,Better,3,2,0,2
1141,30,No,Travel_Rarely,241,Research & Development,7,Bachelor,Medical,1,1609,Medium,Male,48,Medium,1,Research Scientist,Medium,Married,2141,5348,1,Y,No,12,Excellent,Medium,80,1,6,3,Good,6,4,1,1
1142,45,No,Travel_Rarely,1015,Research & Development,5,Doctor,Medical,1,1611,High,Female,50,Low,2,Laboratory Technician,Low,Single,5769,23447,1,Y,Yes,14,Excellent,Low,80,0,10,3,Better,10,7,1,4
1143,45,No,Non-Travel,336,Sales,26,Bachelor,Marketing,1,1612,Low,Male,52,Medium,2,Sales Executive,Low,Married,4385,24162,1,Y,No,15,Excellent,Low,80,1,10,2,Better,10,7,4,5
1144,31,No,Travel_Frequently,715,Sales,2,Master,Other,1,1613,Very High,Male,54,High,2,Sales Executive,Low,Single,5332,21602,7,Y,No,13,Excellent,Very High,80,0,10,3,Better,5,2,0,3
1146,34,No,Travel_Frequently,426,Research & Development,10,Master,Life Sciences,1,1615,High,Male,42,Very High,2,Manufacturing Director,Very High,Divorced,4724,17000,1,Y,No,13,Excellent,Low,80,1,9,3,Better,9,7,7,2
1147,49,No,Travel_Rarely,722,Research & Development,25,Master,Life Sciences,1,1617,High,Female,84,High,1,Laboratory Technician,Low,Married,3211,22102,1,Y,No,14,Excellent,Very High,80,1,10,3,Good,9,6,1,4
1149,27,No,Travel_Rarely,1302,Research & Development,19,Bachelor,Other,1,1619,Very High,Male,67,Medium,1,Laboratory Technician,Low,Divorced,4066,16290,1,Y,No,11,Excellent,Low,80,2,7,3,Better,7,7,0,7
1150,35,No,Travel_Rarely,819,Research & Development,18,Doctor,Life Sciences,1,1621,Medium,Male,48,Very High,2,Research Scientist,Low,Married,5208,26312,1,Y,No,11,Excellent,Very High,80,0,16,2,Better,16,15,1,10
1152,21,No,Travel_Rarely,546,Research & Development,5,Below College,Medical,1,1623,High,Male,97,High,1,Research Scientist,Very High,Single,3117,26009,1,Y,No,18,Excellent,High,80,0,3,2,Better,2,2,2,2
1153,18,Yes,Travel_Frequently,544,Sales,3,College,Medical,1,1624,Medium,Female,70,High,1,Sales Representative,Very High,Single,1569,18420,1,Y,Yes,12,Excellent,High,80,0,0,2,Best,0,0,0,0
1155,39,No,Travel_Rarely,170,Research & Development,3,College,Medical,1,1627,High,Male,76,Medium,2,Laboratory Technician,High,Divorced,3069,10302,0,Y,No,15,Excellent,Very High,80,1,11,3,Better,10,8,0,7
1156,40,No,Travel_Rarely,884,Research & Development,15,Bachelor,Life Sciences,1,1628,Low,Female,80,Medium,3,Manufacturing Director,High,Married,10435,25800,1,Y,No,13,Excellent,Very High,80,2,18,2,Better,18,15,14,12
1159,39,No,Travel_Frequently,711,Research & Development,4,Bachelor,Medical,1,1633,Low,Female,81,High,2,Manufacturing Director,High,Single,5042,3140,0,Y,No,13,Excellent,Very High,80,0,10,2,Bad,9,2,3,8
1160,45,No,Travel_Rarely,1329,Research & Development,2,College,Other,1,1635,Very High,Female,59,Medium,2,Manufacturing Director,Very High,Divorced,5770,5388,1,Y,No,19,Excellent,Low,80,2,10,3,Better,10,7,3,9
1163,37,No,Travel_Rarely,1470,Research & Development,10,Bachelor,Medical,1,1640,Medium,Female,71,High,1,Research Scientist,Medium,Married,3936,9953,1,Y,No,11,Excellent,Low,80,1,8,2,Bad,8,4,7,7
1164,40,No,Travel_Rarely,448,Research & Development,16,Bachelor,Life Sciences,1,1641,High,Female,84,High,3,Manufacturing Director,Very High,Single,7945,19948,6,Y,Yes,15,Excellent,Very High,80,0,18,2,Good,4,2,3,3
1165,44,No,Travel_Frequently,602,Human Resources,1,Doctor,Human Resources,1,1642,Low,Male,37,High,2,Human Resources,Very High,Married,5743,10503,4,Y,Yes,11,Excellent,High,80,0,14,3,Better,10,7,0,2
1167,35,Yes,Travel_Rarely,763,Sales,15,College,Medical,1,1645,Low,Male,59,Low,2,Sales Executive,Very High,Divorced,5440,22098,6,Y,Yes,14,Excellent,Very High,80,2,7,2,Good,2,2,2,2
1168,24,No,Travel_Frequently,567,Research & Development,2,Below College,Technical Degree,1,1646,Low,Female,32,High,1,Research Scientist,Very High,Single,3760,17218,1,Y,Yes,13,Excellent,High,80,0,6,2,Better,6,3,1,3
1171,40,Yes,Travel_Rarely,1329,Research & Development,7,Bachelor,Life Sciences,1,1649,Low,Male,73,High,1,Laboratory Technician,Low,Single,2166,3339,3,Y,Yes,14,Excellent,Medium,80,0,10,3,Bad,4,2,0,3
1175,39,No,Travel_Rarely,492,Research & Development,12,Bachelor,Medical,1,1654,Very High,Male,66,High,2,Manufacturing Director,Medium,Married,5295,7693,4,Y,No,21,Outstanding,High,80,0,7,3,Better,5,4,1,0
1178,20,No,Travel_Rarely,1141,Sales,2,Bachelor,Medical,1,1657,High,Female,31,High,1,Sales Representative,High,Single,2783,13251,1,Y,No,19,Excellent,Low,80,0,2,3,Better,2,2,2,2
1179,34,No,Travel_Rarely,1130,Research & Development,3,Bachelor,Life Sciences,1,1658,Very High,Female,66,High,2,Research Scientist,Medium,Divorced,5433,19332,1,Y,No,12,Excellent,High,80,1,11,2,Better,11,8,7,9
1180,36,No,Travel_Rarely,311,Research & Development,7,Bachelor,Life Sciences,1,1659,Low,Male,77,High,1,Laboratory Technician,Medium,Single,2013,10950,2,Y,No,11,Excellent,High,80,0,15,4,Better,4,3,1,3
1183,36,No,Travel_Rarely,1040,Research & Development,3,College,Life Sciences,1,1664,Very High,Male,79,Very High,2,Healthcare Representative,Low,Divorced,6842,26308,6,Y,No,20,Outstanding,Low,80,1,13,3,Better,5,4,0,4
1186,35,Yes,Travel_Frequently,880,Sales,12,Master,Other,1,1667,Very High,Male,36,High,2,Sales Executive,Very High,Single,4581,10414,3,Y,Yes,24,Outstanding,Low,80,0,13,2,Best,11,9,6,7
1187,38,No,Travel_Frequently,1189,Research & Development,1,Bachelor,Life Sciences,1,1668,Very High,Male,90,High,2,Research Scientist,Very High,Married,4735,9867,7,Y,No,15,Excellent,Very High,80,2,19,4,Best,13,11,2,9
1188,29,No,Travel_Rarely,991,Sales,5,Bachelor,Medical,1,1669,Low,Male,43,Medium,2,Sales Executive,Medium,Divorced,4187,3356,1,Y,Yes,13,Excellent,Medium,80,1,10,3,Good,10,0,0,9
1190,32,No,Travel_Rarely,977,Research & Development,2,Bachelor,Medical,1,1671,Very High,Male,45,High,2,Research Scientist,Medium,Divorced,5470,25518,0,Y,No,13,Excellent,High,80,2,10,4,Good,9,5,1,6
1191,31,No,Travel_Rarely,1112,Sales,5,Master,Life Sciences,1,1673,Low,Female,67,High,2,Sales Executive,Very High,Married,5476,22589,1,Y,No,11,Excellent,Low,80,2,10,2,Better,10,0,0,2
1192,49,No,Travel_Rarely,464,Research & Development,16,Bachelor,Medical,1,1674,Very High,Female,74,High,1,Laboratory Technician,Low,Divorced,2587,24941,4,Y,Yes,16,Excellent,Medium,80,1,17,2,Good,2,2,2,2
1193,38,No,Travel_Frequently,148,Research & Development,2,Bachelor,Medical,1,1675,Very High,Female,42,Medium,1,Laboratory Technician,Medium,Single,2440,23826,1,Y,No,22,Outstanding,Medium,80,0,4,3,Better,4,3,3,3
1197,20,No,Travel_Rarely,727,Sales,9,Below College,Life Sciences,1,1680,Very High,Male,54,High,1,Sales Representative,Low,Single,2728,21082,1,Y,No,11,Excellent,Low,80,0,2,3,Better,2,2,0,2
1198,33,No,Non-Travel,530,Sales,16,Bachelor,Life Sciences,1,1681,High,Female,36,High,2,Sales Executive,Very High,Divorced,5368,16130,1,Y,Yes,25,Outstanding,High,80,1,7,2,Better,6,5,1,2
1199,36,No,Travel_Rarely,1351,Research & Development,26,Master,Life Sciences,1,1682,Low,Male,80,High,2,Healthcare Representative,High,Married,5347,7419,6,Y,No,14,Excellent,Medium,80,2,10,2,Good,3,2,0,2
1201,23,Yes,Travel_Rarely,1320,Research & Development,8,Below College,Medical,1,1684,Very High,Male,93,Medium,1,Laboratory Technician,High,Single,3989,20586,1,Y,Yes,11,Excellent,Low,80,0,5,2,Better,5,4,1,2
1203,53,No,Travel_Rarely,1395,Research & Development,24,Master,Medical,1,1689,Medium,Male,48,Very High,3,Healthcare Representative,Very High,Married,7005,3458,3,Y,No,15,Excellent,High,80,0,11,2,Better,4,3,1,2
1204,48,Yes,Travel_Frequently,708,Sales,7,College,Medical,1,1691,Very High,Female,95,High,1,Sales Representative,High,Married,2655,11740,2,Y,Yes,11,Excellent,High,80,2,19,3,Better,9,7,7,7
1205,32,Yes,Travel_Rarely,1259,Research & Development,2,Master,Life Sciences,1,1692,Very High,Male,95,High,1,Laboratory Technician,Medium,Single,1393,24852,1,Y,No,12,Excellent,Low,80,0,1,2,Better,1,0,0,0
1207,55,No,Travel_Rarely,1441,Research & Development,22,Bachelor,Technical Degree,1,1694,Low,Male,94,Medium,1,Research Scientist,Medium,Divorced,3537,23737,5,Y,No,12,Excellent,Very High,80,1,8,1,Better,4,2,1,2
1208,34,No,Travel_Rarely,1157,Research & Development,5,College,Medical,1,1696,Medium,Male,57,Medium,2,Laboratory Technician,Very High,Married,3986,11912,1,Y,No,14,Excellent,High,80,1,15,3,Best,15,10,4,13
1211,37,No,Travel_Frequently,1278,Sales,1,Master,Medical,1,1700,High,Male,31,Low,2,Sales Executive,Very High,Divorced,9525,7677,1,Y,No,14,Excellent,High,80,2,6,2,Good,6,3,1,3
1212,34,No,Travel_Rarely,678,Research & Development,19,Bachelor,Life Sciences,1,1701,Medium,Female,35,Medium,1,Research Scientist,Very High,Married,2929,20338,1,Y,No,12,Excellent,Medium,80,0,10,3,Better,10,9,8,7
1213,23,Yes,Travel_Rarely,427,Sales,7,Bachelor,Life Sciences,1,1702,High,Male,99,High,1,Sales Representative,Very High,Divorced,2275,25103,1,Y,Yes,21,Outstanding,Medium,80,1,3,2,Better,3,2,0,2
1214,44,No,Travel_Rarely,921,Research & Development,2,Bachelor,Life Sciences,1,1703,High,Female,96,Very High,3,Healthcare Representative,Very High,Married,7879,14810,1,Y,Yes,19,Excellent,Medium,80,1,9,2,Better,8,7,6,7
1215,35,No,Travel_Frequently,146,Research & Development,2,Master,Medical,1,1704,Low,Male,79,Medium,1,Research Scientist,Very High,Single,4930,13970,0,Y,Yes,14,Excellent,High,80,0,6,2,Best,5,4,1,4
1216,43,No,Travel_Rarely,1179,Sales,2,Bachelor,Medical,1,1706,Very High,Male,73,High,2,Sales Executive,Very High,Married,7847,6069,1,Y,Yes,17,Excellent,Low,80,1,10,3,Better,10,9,8,8
1217,24,No,Travel_Rarely,581,Research & Development,9,Bachelor,Medical,1,1707,High,Male,62,Very High,1,Research Scientist,High,Married,4401,17616,1,Y,No,16,Excellent,Very High,80,1,5,1,Better,5,3,0,4
1218,41,No,Travel_Rarely,918,Sales,6,Bachelor,Marketing,1,1708,Very High,Male,35,High,3,Sales Executive,High,Single,9241,15869,1,Y,No,12,Excellent,Medium,80,0,10,3,Better,10,8,8,7
1220,36,No,Travel_Rarely,530,Sales,2,Master,Life Sciences,1,1710,High,Female,51,High,2,Sales Representative,Very High,Single,4502,7439,3,Y,No,15,Excellent,High,80,0,17,2,Good,13,7,6,7
1222,24,Yes,Travel_Rarely,240,Human Resources,22,Below College,Human Resources,1,1714,Very High,Male,58,Low,1,Human Resources,High,Married,1555,11585,1,Y,No,11,Excellent,High,80,1,1,2,Better,1,0,0,0
1226,32,No,Travel_Frequently,585,Research & Development,10,Bachelor,Life Sciences,1,1720,Low,Male,56,High,1,Research Scientist,High,Married,3433,17360,6,Y,No,13,Excellent,Low,80,1,10,3,Good,5,2,1,3
1227,31,No,Travel_Rarely,741,Research & Development,2,Master,Life Sciences,1,1721,Medium,Male,69,High,1,Laboratory Technician,High,Married,3477,18103,1,Y,No,14,Excellent,Very High,80,1,6,2,Best,5,2,0,3
1228,41,No,Non-Travel,552,Human Resources,4,Bachelor,Human Resources,1,1722,High,Male,60,Low,2,Human Resources,Medium,Married,6430,20794,6,Y,No,19,Excellent,Medium,80,1,10,4,Better,3,2,1,2
